rnum,crpstDsgnRegistId,cropsSpchcknCode,exprYear,exprAreaCode,spciesCode,examForm,pajong,exam1,exam2,exam3,exam4,exam5,exam6,exam7,examinTmrd,srchExaminTmrd,exprSpchcknCode,areaNm,sortSn,totCnt,areaNm_full,spciesNm
70,00122022002463,001,2022,0326,R32091,1,,,,,,,,,,9,002,익산,8,76,익산(전북특별자치도 농업기술원),호품
71,00122022002458,001,2022,0350,R32093,1,,,,,,,,,,9,002,예산,8,76,예산(충청남도 농업기술원),새일미
72,00122022002480,001,2022,0351,R32093,1,,,,,,,,,,9,002,안동,8,76,안동(경상북도 농업기술원),새일미
73,00122022002438,001,2022,0332,R33009,1,,,,,,,,,,9,002,화성,8,76,화성(경기도 경기도농업기술원),추청
74,00122022002447,001,2022,2325,R33009,1,,,,,,,,,,9,002,청원,8,76,청원(충청북도 농업기술원),추청
75,00122022002457,001,2022,0350,R33009,1,,,,,,,,,,9,002,예산,8,76,예산(충청남도 농업기술원),추청
76,00122022002460,001,2022,0326,R46058,1,,,,,,,,,,9,002,익산,8,76,익산(전북특별자치도 농업기술원),예찬
1,00122023002559,001,2023,0352,R32006,1,93,809,93,27.2,679,83.9,22.8,614,9,9,002,나주,3,76,나주(전라남도 농업기술원),일미벼
2,00122023002560,001,2023,0352,R32016,1,80.2,791,80.2,34.7,667,84.3,29.2,603,9,9,002,나주,3,76,나주(전라남도 농업기술원),신동진
3,00122023002562,001,2023,0352,R32081,1,84.6,797,84.6,28.2,666,83.5,23.5,602,9,9,002,나주,3,76,나주(전라남도 농업기술원),미품
4,00122023002563,001,2023,0352,R32092,1,89.2,884,89.2,30.4,748,84.6,25.7,676,9,9,002,나주,3,76,나주(전라남도 농업기술원),현품
5,00122023002564,001,2023,0352,R32093,1,94.2,807,94.2,27.1,680,84.3,22.8,615,9,9,002,나주,3,76,나주(전라남도 농업기술원),새일미
6,00122023002561,001,2023,0352,R46054,1,90,711,90,29.9,590,82.9,24.8,533,9,9,002,나주,3,76,나주(전라남도 농업기술원),새청무
7,00122023002565,001,2023,0340,R22009,1,91,634.3,91,28.1,522.7,82.4,23.1,480.9,9,9,002,대구,4,76,대구(경상북도 농업기술원),화영벼
8,00122023002567,001,2023,0340,R22083,1,93.7,773.4,93.7,26.9,640.4,82.8,22,589.1,9,9,002,대구,4,76,대구(경상북도 농업기술원),삼덕
9,00122023002566,001,2023,0340,R32001,1,91.7,780.2,91.7,26.3,641.8,82.3,21.9,590.4,9,9,002,대구,4,76,대구(경상북도 농업기술원),일품벼
10,00122023002568,001,2023,0340,R32082,1,93.8,763.2,93.8,25.6,635.8,83.3,21.5,584.9,9,9,002,대구,4,76,대구(경상북도 농업기술원),삼광
11,00122023002569,001,2023,0340,R32093,1,91.7,751.7,91.7,26.1,618.2,82.2,21.8,568.7,9,9,002,대구,4,76,대구(경상북도 농업기술원),새일미
12,00122023002577,001,2023,0335,R32008,1,94.4332483695416,693.1525676937441,94.4332483695416,26.853333333333335,584.4501941176469,82.43333333333332,22.223333333333332,524.3984661512604,9,9,002,진주,6,76,진주(경상남도 농업기술원),동안벼
13,00122023002578,001,2023,0335,R32068,1,72.88752840364105,751.7996265172736,72.88752840364105,25.44666666666667,607.9786651727358,80.86666666666666,22.313333333333332,559.340371958917,9,9,002,진주,6,76,진주(경상남도 농업기술원),동진1호
14,00122023002576,001,2023,0335,R32093,1,93.08872244864386,710.7198179271709,93.08872244864386,25.495,587.0666696078431,82.6,21.155,540.1013360392158,9,9,002,진주,6,76,진주(경상남도 농업기술원),새일미
15,00122023002575,001,2023,0335,R46055,1,87.38653425042372,723.3562091503268,87.38653425042372,24.953333333333333,590.7982245564892,81.66666666666667,21.703333333333333,543.5343665919701,9,9,002,진주,6,76,진주(경상남도 농업기술원),해품
16,00122023002579,001,2023,0335,R46056,1,86.99245811905931,706.2258636788048,86.99245811905931,27.383333333333336,573.7200770308123,81.23333333333333,23.47,527.8224708683473,9,9,002,진주,6,76,진주(경상남도 농업기술원),영호진미
17,00122023002514,001,2023,0343,R10123,1,75.6,769,75.6,31.8,650,84.5,26.7,598,9,9,002,계화,8,76,계화(국립식량과학원),참동진
18,00122023002557,001,2023,0326,R10123,1,84.6,715,84.6,32,592,82.9,27.8,545,9,9,002,익산,8,76,익산(전북특별자치도 농업기술원),참동진
19,00122023002509,001,2023,0331,R12004,1,92.3,742,92.3,26.3,616,83.4,22.9,567,9,9,002,철원,8,76,철원(국립식량과학원),진부벼
20,00122023002518,001,2023,0330,R12004,1,92.6,647,92.6,29.8,540,83.4,24.1,496,9,9,002,운봉,8,76,운봉(국립식량과학원),진부벼
21,00122023002581,001,2023,0336,R12004,1,93.93973021693405,785.4878337639965,93.93973021693405,26.16597809323322,662.4444707149008,84.33333333333333,22.066666666666666,609.4489130577089,9,9,002,진부,8,76,진부(국립식량과학원),진부벼
22,00122023002522,001,2023,0329,R12005,1,85.50685144833683,755,85.50685144833683,23.09166666666667,625,82.8,19.933333333333333,575,9,9,002,상주,8,76,상주(국립식량과학원),상주벼
23,00122023002547,001,2023,0337,R12005,1,91.6,626.2,91.6,23.9,522.2,83.4,20.9,480.5,9,9,002,제천,8,76,제천(충청북도 농업기술원),상주벼
24,00122023002546,001,2023,0337,R12016,1,95.6,681,95.6,26.9,573.6,84.2,22.9,527.7,9,9,002,제천,8,76,제천(충청북도 농업기술원),상미
25,00122023002519,001,2023,0330,R12019,1,86.3,721,86.3,28.4,600,83.3,22.6,552,9,9,002,운봉,8,76,운봉(국립식량과학원),삼천벼
26,00122023002510,001,2023,0331,R12072,1,91.5,834,91.5,24.9,692,83.1,21,636,9,9,002,철원,8,76,철원(국립식량과학원),태봉
27,00122023002511,001,2023,0331,R12079,1,88.8,859,88.8,26.6,722,84,23.7,664,9,9,002,철원,8,76,철원(국립식량과학원),운광
28,00122023002520,001,2023,0330,R12079,1,83.4,919,83.4,31.2,776,84.4,22.6,714,9,9,002,운봉,8,76,운봉(국립식량과학원),운광
29,00122023002523,001,2023,0329,R12079,1,90.75555298065603,959,90.75555298065603,25.258333333333336,813,84.8,21.634444444444444,748,9,9,002,상주,8,76,상주(국립식량과학원),운광
30,00122023002534,001,2023,0333,R12079,1,92.3,753,92.3,28.2,622,82.6,23.3,572,9,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),운광
31,00122023002539,001,2023,0344,R12079,1,91.5,756,91.5,28.8,625,82.7,23.8,575,9,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),운광
32,00122023002548,001,2023,0337,R12079,1,93.1,699,93.1,26.5,587.4,84,22.5,540.4,9,9,002,제천,8,76,제천(충청북도 농업기술원),운광
33,00122023002571,001,2023,0351,R12079,1,90,886,90,26.4,702.9,79.4,22.4,646.7,9,9,002,안동,8,76,안동(경상북도 농업기술원),운광
34,00122023002512,001,2023,0331,R12080,1,89.8,690,89.8,23.8,572,83,21,527,9,9,002,철원,8,76,철원(국립식량과학원),조운
35,00122023002524,001,2023,0329,R12085,1,91.51796208402192,830,91.51796208402192,22.916666666666668,706,85,19.177777777777773,649,9,9,002,상주,8,76,상주(국립식량과학원),설레미
36,00122023002540,001,2023,0344,R12086,1,95,668,95,27.7,544,81.6,22.6,501,9,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대1호
37,00122023002538,001,2023,0344,R12093,1,91,680,91,27.2,561,82.4,22.4,516,9,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오륜
38,00122023002551,001,2023,0350,R12122,1,93.4,860.1,93.4,26.4,722,84,21.8,665,9,9,002,예산,8,76,예산(충청남도 농업기술원),친들
39,00122023002570,001,2023,0351,R12123,1,91,822.7,91,26.9,665.8,80.9,22.9,612.5,9,9,002,안동,8,76,안동(경상북도 농업기술원),해담쌀
40,00122023002508,001,2023,0331,R13002,1,84.4,771,84.4,28.6,631,81.8,24.6,581,9,9,002,철원,8,76,철원(국립식량과학원),오대벼
41,00122023002517,001,2023,0330,R13002,1,91.3,769,91.3,31.2,642,83.5,25.6,591,9,9,002,운봉,8,76,운봉(국립식량과학원),오대벼
42,00122023002521,001,2023,0329,R13002,1,84.62272349017718,874,84.62272349017718,27.425,729,83.4,24.261111111111105,671,9,9,002,상주,8,76,상주(국립식량과학원),오대벼
43,00122023002529,001,2023,0332,R13002,1,89.5,603,89.5,29.4,492,81.6,23.7,453,9,9,002,화성,8,76,화성(경기도 경기도농업기술원),오대벼
44,00122023002533,001,2023,0333,R13002,1,94.6,703,94.6,31.8,579,82.3,26.2,533,9,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),오대벼
45,00122023002537,001,2023,0344,R13002,1,93,686,93,31.2,563,82,25.6,518,9,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대벼
46,00122023002545,001,2023,0337,R13002,1,92.9,614.4,92.9,28.6,514,83.6,23.9,472.9,9,9,002,제천,8,76,제천(충청북도 농업기술원),오대벼
47,00122023002580,001,2023,0336,R13002,1,87.66525922308949,746.3670327304048,87.66525922308949,28.236163200363677,626.4562704565029,83.93333333333334,23.7,576.3397688199827,9,9,002,진부,8,76,진부(국립식량과학원),오대벼
48,00122023002582,001,2023,0336,R13003,1,94.13933691158905,707.2495693367787,94.13933691158905,26.22283823660914,597.8941942291127,84.53333333333332,22.166666666666668,550.0626586907838,9,9,002,진부,8,76,진부(국립식량과학원),진부올벼
49,00122023002526,001,2023,0338,R22009,1,91.6,800,91.6,26,656,81.9,23.5,603,9,9,002,영덕,8,76,영덕(국립식량과학원),화영벼
50,00122023002527,001,2023,0338,R22083,1,88.1,832,88.1,24.6,678,81.5,22.9,624,9,9,002,영덕,8,76,영덕(국립식량과학원),삼덕
51,00122023002525,001,2023,0338,R23004,1,86.5,714,86.5,26,583,81.7,23.5,536,9,9,002,영덕,8,76,영덕(국립식량과학원),화성벼
52,00122023002543,001,2023,2325,R32001,1,92.5,745.8,92.5,26.5,618.8,83,22.5,569.3,9,9,002,청원,8,76,청원(충청북도 농업기술원),일품벼
53,00122023002573,001,2023,0351,R32001,1,81.8,856.2,81.8,25,678.7,79.3,21.3,624,9,9,002,안동,8,76,안동(경상북도 농업기술원),일품벼
54,00122023002530,001,2023,0332,R32003,1,85.9,674,85.9,27.3,553,82.1,23,509,9,9,002,화성,8,76,화성(경기도 경기도농업기술원),대안벼
55,00122023002535,001,2023,0333,R32003,1,95.5,685,95.5,30.7,558,81.4,25,513,9,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),대안벼
56,00122023002542,001,2023,2325,R32003,1,86.8,675,86.8,27.5,559,82.7,23.3,514,9,9,002,청원,8,76,청원(충청북도 농업기술원),대안벼
57,00122023002515,001,2023,0343,R32011,1,88.5,766,88.5,25.6,641,83.6,21.6,589,9,9,002,계화,8,76,계화(국립식량과학원),남평벼
58,00122023002528,001,2023,0338,R32011,1,89.9,787,89.9,23.9,636,80.9,21.8,585,9,9,002,영덕,8,76,영덕(국립식량과학원),남평벼
59,00122023002556,001,2023,0326,R32011,1,90,697,90,25.4,573,82.2,21.1,527,9,9,002,익산,8,76,익산(전북특별자치도 농업기술원),남평벼
60,00122023002513,001,2023,0343,R32016,1,81.1,793,81.1,30.6,671,84.7,25.7,618,9,9,002,계화,8,76,계화(국립식량과학원),신동진
61,00122023002555,001,2023,0326,R32016,1,86.7,718,86.7,32.1,598,83.3,26.8,550,9,9,002,익산,8,76,익산(전북특별자치도 농업기술원),신동진
62,00122023002516,001,2023,0343,R32068,1,74.5,772,74.5,27.8,650,84.3,23.9,598,9,9,002,계화,8,76,계화(국립식량과학원),동진1호
63,00122023002531,001,2023,0332,R32082,1,87.8,724,87.8,24.8,603,83.4,21.3,555,9,9,002,화성,8,76,화성(경기도 경기도농업기술원),삼광
64,00122023002536,001,2023,0333,R32082,1,93.8,661,93.8,28.8,539,81.6,23.5,496,9,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),삼광
65,00122023002544,001,2023,2325,R32082,1,92.1,753.7,92.1,25.5,628.8,83.4,21.5,578.5,9,9,002,청원,8,76,청원(충청북도 농업기술원),삼광
66,00122023002549,001,2023,0350,R32082,1,94.8,826.5,94.8,27,698,84.5,22.7,642,9,9,002,예산,8,76,예산(충청남도 농업기술원),삼광
67,00122023002572,001,2023,0351,R32082,1,84.7,903.8,84.7,23,724.5,80.2,20.6,666.6,9,9,002,안동,8,76,안동(경상북도 농업기술원),삼광
68,00122023002553,001,2023,0350,R32084,1,95.5,821.4,95.5,30.4,689,83.9,25.4,634,9,9,002,예산,8,76,예산(충청남도 농업기술원),새누리
69,00122023002558,001,2023,0326,R32084,1,90.3,716,90.3,28,587,82,23.3,540,9,9,002,익산,8,76,익산(전북특별자치도 농업기술원),새누리
70,00122023002552,001,2023,0350,R32093,1,95.3,773.4,95.3,29.3,649,83.9,24.1,597,9,9,002,예산,8,76,예산(충청남도 농업기술원),새일미
71,00122023002574,001,2023,0351,R32093,1,86,855.4,86,25.8,683.8,79.9,21.5,629.1,9,9,002,안동,8,76,안동(경상북도 농업기술원),새일미
72,00122023002532,001,2023,0332,R33009,1,91.4,615,91.4,25.2,511,83.1,21.5,470,9,9,002,화성,8,76,화성(경기도 경기도농업기술원),추청
73,00122023002541,001,2023,2325,R33009,1,89.4,654.6,89.4,25.3,544,83.1,21.5,500.5,9,9,002,청원,8,76,청원(충청북도 농업기술원),추청
74,00122023002583,001,2023,0336,R46057,1,88.42088422667802,734.9802971576228,88.42088422667802,23.380056463773044,619.3967314814814,84.26666666666666,19.7,569.8449929629629,9,9,002,진부,8,76,진부(국립식량과학원),한설
75,00122023002550,001,2023,0350,R46058,1,92.5,796.2,92.5,27.9,668,83.9,23.2,614,9,9,002,예산,8,76,예산(충청남도 농업기술원),예찬
76,00122023002554,001,2023,0326,R46058,1,88.4,729,88.4,26.5,602,82.6,22,554,9,9,002,익산,8,76,익산(전북특별자치도 농업기술원),예찬
1,00122024002694,001,2024,0352,R32006,1,92,722,92,30,596,82.5,596,539,9,9,002,나주,3,76,나주(전라남도 농업기술원),일미벼
2,00122024002695,001,2024,0352,R32016,1,87.1,768,87.1,35.5,643,83.7,643,581,9,9,002,나주,3,76,나주(전라남도 농업기술원),신동진
3,00122024002697,001,2024,0352,R32081,1,90.6,609,90.6,28.9,494,81,494,446,9,9,002,나주,3,76,나주(전라남도 농업기술원),미품
4,00122024002698,001,2024,0352,R32092,1,87.9,737,87.9,31.8,607,82.4,607,549,9,9,002,나주,3,76,나주(전라남도 농업기술원),현품
5,00122024002699,001,2024,0352,R32093,1,92.2,691,92.2,28.3,567,82.1,567,513,9,9,002,나주,3,76,나주(전라남도 농업기술원),새일미
6,00122024002696,001,2024,0352,R46054,1,90.4,663,90.4,30,537,81,537,486,9,9,002,나주,3,76,나주(전라남도 농업기술원),새청무
7,00122024002700,001,2024,0340,R22009,1,93.17632519788496,653.2478332817776,93.17632519788496,28.060644133333273,540.457778861031,82.73333333333333,540.457778861031,497.22115655214856,9,9,002,대구,4,76,대구(경상북도 농업기술원),화영벼
8,00122024002702,001,2024,0340,R22083,1,91.90486417823352,777.6720040453265,91.90486417823352,28.020906333333333,648.0766129238397,83.33333333333333,648.0766129238397,596.2304838899324,9,9,002,대구,4,76,대구(경상북도 농업기술원),삼덕
9,00122024002701,001,2024,0340,R32001,1,90.30750004531599,723.535848457756,90.30750004531599,25.865596066666683,587.2049470804677,81.16666666666667,587.2049470804677,540.2285513140304,9,9,002,대구,4,76,대구(경상북도 농업기술원),일품벼
10,00122024002703,001,2024,0340,R32082,1,94.58447194263557,725.547632975999,94.58447194263557,25.836884015873007,606.3099233168988,83.53333333333333,606.3099233168988,557.8051294515469,9,9,002,대구,4,76,대구(경상북도 농업기술원),삼광
11,00122024002704,001,2024,0340,R32093,1,93.90323058696548,696.4353844248881,93.90323058696548,27.52793799365075,577.0889695317968,82.86666666666666,577.0889695317968,530.921851969253,9,9,002,대구,4,76,대구(경상북도 농업기술원),새일미
12,00122024002712,001,2024,0335,R32008,1,87.46454375855872,649.4557107044549,87.46454375855872,27.667499999999997,530.9437360279393,81.75,530.9437360279393,488.46823714570417,9,9,002,진주,6,76,진주(경상남도 농업기술원),동안벼
13,00122024002713,001,2024,0335,R32068,1,85.28353251222947,726.4075714408222,85.28353251222947,26.330000000000002,596.9077992361265,82.175,596.9077992361265,531.0089723989905,9,9,002,진주,6,76,진주(경상남도 농업기술원),동진1호
14,00122024002711,001,2024,0335,R32093,1,85.28353251222947,698.5985238384338,85.28353251222947,26.330000000000002,596.9077992361265,82.175,596.9077992361265,531.0089723989905,9,9,002,진주,6,76,진주(경상남도 농업기술원),새일미
15,00122024002710,001,2024,0335,R46055,1,88.60000792835517,595.2394656031748,88.60000792835517,26.03,484.53322516090486,81.375,484.53322516090486,445.77056714803246,9,9,002,진주,6,76,진주(경상남도 농업기술원),해품
16,00122024002714,001,2024,0335,R46056,1,91.2225610071454,653.7533651454423,91.2225610071454,26.154999999999998,531.525489947827,81.375,531.525489947827,489.00345075200084,9,9,002,진주,6,76,진주(경상남도 농업기술원),영호진미
17,00122024002649,001,2024,0343,R10123,1,73.6,658,73.6,31.833333333333332,554,84.2,554,510,9,9,002,계화,8,76,계화(국립식량과학원),참동진
18,00122024002692,001,2024,0326,R10123,1,85.6,708,85.6,32.6,584,82.5,584,537,9,9,002,익산,8,76,익산(전북특별자치도 농업기술원),참동진
19,00122024002644,001,2024,0331,R12004,1,91.8,815,91.8,28.1,676,83,676,622,9,9,002,철원,8,76,철원(국립식량과학원),진부벼
20,00122024002653,001,2024,0330,R12004,1,91.66666666666666,538.1666666666666,91.66666666666666,29.366666666666664,449.1333333333334,83.46666666666665,449.1333333333334,413.2,9,9,002,운봉,8,76,운봉(국립식량과학원),진부벼
21,00122024002716,001,2024,0336,R12004,1,91.2533859902281,755.1745262704566,91.2533859902281,26.833333333333332,640.3998817829457,84.8,640.3998817829457,589.1678912403103,9,9,002,진부,8,76,진부(국립식량과학원),진부벼
22,00122024002657,001,2024,0329,R12005,1,90.6,860,90.6,25.3,706,82.1,706,650,9,9,002,상주,8,76,상주(국립식량과학원),상주벼
23,00122024002682,001,2024,0337,R12005,1,89.1,657,89.1,24.1,512.4,78,512.4,471.4,9,9,002,제천,8,76,제천(충청북도 농업기술원),상주벼
24,00122024002681,001,2024,0337,R12016,1,94.9,698.6,94.9,24.9,561.7,80.4,561.7,516.8,9,9,002,제천,8,76,제천(충청북도 농업기술원),상미
25,00122024002654,001,2024,0330,R12019,1,80.63333333333334,637.1666666666666,80.63333333333334,28.133333333333336,525.8666666666667,82.53333333333333,525.8666666666667,483.76666666666665,9,9,002,운봉,8,76,운봉(국립식량과학원),삼천벼
26,00122024002645,001,2024,0331,R12072,1,86,849,86,25.4,698,82.4,698,642,9,9,002,철원,8,76,철원(국립식량과학원),태봉
27,00122024002646,001,2024,0331,R12079,1,86.2,792,86.2,25.1,653,82.5,653,601,9,9,002,철원,8,76,철원(국립식량과학원),운광
28,00122024002655,001,2024,0330,R12079,1,88.83333333333333,745.7000000000002,88.83333333333333,27.7,622.2,83.43333333333334,622.2,572.4333333333334,9,9,002,운봉,8,76,운봉(국립식량과학원),운광
29,00122024002658,001,2024,0329,R12079,1,92.2,861,92.2,27.6,720,83.7,720,655,9,9,002,상주,8,76,상주(국립식량과학원),운광
30,00122024002669,001,2024,0333,R12079,1,90.6,738,90.6,28.1,600,81.3,600,552,9,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),운광
31,00122024002674,001,2024,0344,R12079,1,87.8,716,87.8,28.7,589,82.3,589,542,9,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),운광
32,00122024002683,001,2024,0337,R12079,1,95.6,805.1,95.6,27.1,647.3,80.4,647.3,542.6,9,9,002,제천,8,76,제천(충청북도 농업기술원),운광
33,00122024002706,001,2024,0351,R12079,1,90.67831162281938,745.721385242222,90.67831162281938,27.26007444973544,569.9751820028022,76.50000000000001,569.9751820028022,524.377167442578,9,9,002,안동,8,76,안동(경상북도 농업기술원),운광
34,00122024002647,001,2024,0331,R12080,1,89.5,722,89.5,25.5,592,82.3,592,544,9,9,002,철원,8,76,철원(국립식량과학원),조운
35,00122024002659,001,2024,0329,R12085,1,96.1,833,96.1,25.5,689,82.7,689,634,9,9,002,상주,8,76,상주(국립식량과학원),설레미
36,00122024002675,001,2024,0344,R12086,1,92.1,709,92.1,27.4,578,81.4,578,532,9,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대1호
37,00122024002718,001,2024,0336,R12092,1,90.03556024579383,634.1064814814814,90.03556024579383,23.400000000000002,532.6965053832902,84,532.6965053832902,490.080784952627,9,9,002,진부,8,76,진부(국립식량과학원),한설
38,00122024002673,001,2024,0344,R12093,1,92.4,685,92.4,28,561,82,561,516,9,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오륜
39,00122024002686,001,2024,0350,R12122,1,89.7,682.2,89.7,27.4,559.2,82,559.2,514.5,9,9,002,예산,8,76,예산(충청남도 농업기술원),친들
40,00122024002705,001,2024,0351,R12123,1,93.2044807137871,735.5624623951107,93.2044807137871,27.691598092592574,590.541272502413,80.2,590.541272502413,543.29797070222,9,9,002,안동,8,76,안동(경상북도 농업기술원),해담쌀
41,00122024002643,001,2024,0331,R13002,1,84.5,771,84.5,31.5,636,82.5,636,585,9,9,002,철원,8,76,철원(국립식량과학원),오대벼
42,00122024002652,001,2024,0330,R13002,1,91.33333333333334,611.6333333333333,91.33333333333334,31.066666666666666,507.56666666666666,82.98333333333333,507.56666666666666,466.9333333333334,9,9,002,운봉,8,76,운봉(국립식량과학원),오대벼
43,00122024002656,001,2024,0329,R13002,1,89.1,854,89.1,30.8,702,82.3,702,646,9,9,002,상주,8,76,상주(국립식량과학원),오대벼
44,00122024002664,001,2024,0332,R13002,1,73.6,679,73.6,28.1,561,82.7,561,517,9,9,002,화성,8,76,화성(경기도 경기도농업기술원),오대벼
45,00122024002668,001,2024,0333,R13002,1,90.7,693,90.7,29.6,560,80.9,560,516,9,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),오대벼
46,00122024002672,001,2024,0344,R13002,1,89.8,683,89.8,32.8,554,81.1,554,510,9,9,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대벼
47,00122024002680,001,2024,0337,R13002,1,96.9,614.4,96.9,30,496.8,80.9,496.8,457.1,9,9,002,제천,8,76,제천(충청북도 농업기술원),오대벼
48,00122024002715,001,2024,0336,R13002,1,91.69606046136705,751.0588931955211,91.69606046136705,27.8,627.3598813522825,83.53333333333333,627.3598813522825,577.1710908440999,9,9,002,진부,8,76,진부(국립식량과학원),오대벼
49,00122024002717,001,2024,0336,R13003,1,83.05515342402485,700.6855081826011,83.05515342402485,30.7,595.1373331180017,84.93333333333334,595.1373331180017,547.5263464685617,9,9,002,진부,8,76,진부(국립식량과학원),진부올벼
50,00122024002661,001,2024,0338,R22009,1,91.2,644.022,91.2,28.1,515.2176,80,515.2176,474.00019199999997,9,9,002,영덕,8,76,영덕(국립식량과학원),화영벼
51,00122024002662,001,2024,0338,R22083,1,90,776.62,90,28.4,622.07262,80.1,622.07262,572.3068104,9,9,002,영덕,8,76,영덕(국립식량과학원),삼덕
52,00122024002660,001,2024,0338,R23004,1,91.7,654.528,91.7,28.7,522.313344,79.8,522.313344,480.52827648000005,9,9,002,영덕,8,76,영덕(국립식량과학원),화성벼
53,00122024002678,001,2024,2325,R32001,1,87.6,667.8,87.6,25.2,554,83,554,509.7,9,9,002,청원,8,76,청원(충청북도 농업기술원),일품벼
54,00122024002708,001,2024,0351,R32001,1,91.69150661005845,819.1048010368359,91.69150661005845,26.72210555449563,664.6593024960926,80.96666666666667,664.6593024960926,611.4865582964052,9,9,002,안동,8,76,안동(경상북도 농업기술원),일품벼
55,00122024002665,001,2024,0332,R32003,1,70.8,637,70.8,27.6,520,81.7,520,479,9,9,002,화성,8,76,화성(경기도 경기도농업기술원),대안벼
56,00122024002670,001,2024,0333,R32003,1,92.7,721,92.7,29.8,589,81.7,589,542,9,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),대안벼
57,00122024002677,001,2024,2325,R32003,1,84.9,633.9,84.9,27.9,537.8,84.8,537.8,494.8,9,9,002,청원,8,76,청원(충청북도 농업기술원),대안벼
58,00122024002650,001,2024,0343,R32011,1,77.8,701,77.8,24.099999999999998,582,82.9,582,535,9,9,002,계화,8,76,계화(국립식량과학원),남평벼
59,00122024002663,001,2024,0338,R32011,1,87.6,738.787,87.6,27.2,576.992647,78.1,576.992647,530.83323524,9,9,002,영덕,8,76,영덕(국립식량과학원),남평벼
60,00122024002691,001,2024,0326,R32011,1,89.7,712,89.7,26.1,576,80.9,576,530,9,9,002,익산,8,76,익산(전북특별자치도 농업기술원),남평벼
61,00122024002648,001,2024,0343,R32016,1,75.6,639,75.6,31.666666666666668,540,84.5,540,497,9,9,002,계화,8,76,계화(국립식량과학원),신동진
62,00122024002690,001,2024,0326,R32016,1,87.5,711,87.5,32.6,591,83.2,591,544,9,9,002,익산,8,76,익산(전북특별자치도 농업기술원),신동진
63,00122024002651,001,2024,0343,R32068,1,81.9,667,81.9,24.86666666666667,558,83.6,558,513,9,9,002,계화,8,76,계화(국립식량과학원),동진1호
64,00122024002666,001,2024,0332,R32082,1,86.7,795,86.7,25.2,659,82.9,659,607,9,9,002,화성,8,76,화성(경기도 경기도농업기술원),삼광
65,00122024002671,001,2024,0333,R32082,1,92.3,770,92.3,25.6,638,82.8,638,587,9,9,002,춘천,8,76,춘천(강원특별자치도 농업기술원),삼광
66,00122024002679,001,2024,2325,R32082,1,89.1,697.5,89.1,25.3,570.5,81.8,570.5,524.9,9,9,002,청원,8,76,청원(충청북도 농업기술원),삼광
67,00122024002684,001,2024,0350,R32082,1,89.3,642.6,89.3,26.5,528.8,82.3,528.8,486.4,9,9,002,예산,8,76,예산(충청남도 농업기술원),삼광
68,00122024002707,001,2024,0351,R32082,1,93.49339268801026,806.209225276851,93.49339268801026,25.81122130476069,673.6945279672067,83.56666666666666,673.6945279672067,619.7989657298302,9,9,002,안동,8,76,안동(경상북도 농업기술원),삼광
69,00122024002688,001,2024,0350,R32084,1,91,747.5,91,30.5,614.3,82.2,614.3,565.2,9,9,002,예산,8,76,예산(충청남도 농업기술원),새누리
70,00122024002693,001,2024,0326,R32084,1,90.2,733,90.2,27.4,597,81.4,597,549,9,9,002,익산,8,76,익산(전북특별자치도 농업기술원),새누리
71,00122024002687,001,2024,0350,R32093,1,93.4,667.6,93.4,28.1,548.6,82.1,548.6,504.7,9,9,002,예산,8,76,예산(충청남도 농업기술원),새일미
72,00122024002709,001,2024,0351,R32093,1,91.535890372634,696.726405415072,91.535890372634,27.047168194707485,547.6382684011071,78.60000000000001,547.6382684011071,503.82720692901853,9,9,002,안동,8,76,안동(경상북도 농업기술원),새일미
73,00122024002667,001,2024,0332,R33009,1,79.1,747,79.1,24,611,81.8,611,562,9,9,002,화성,8,76,화성(경기도 경기도농업기술원),추청
74,00122024002676,001,2024,2325,R33009,1,86.1,664.1,86.1,25.6,538.6,81.1,538.6,495.5,9,9,002,청원,8,76,청원(충청북도 농업기술원),추청
75,00122024002685,001,2024,0350,R46058,1,84.9,637.4,84.9,27.4,520.4,81.6,520.4,478.8,9,9,002,예산,8,76,예산(충청남도 농업기술원),예찬
76,00122024002689,001,2024,0326,R46058,1,88.3,733,88.3,25.2,592,80.8,592,545,9,9,002,익산,8,76,익산(전북특별자치도 농업기술원),예찬
