rnum,crpstDsgnRegistId,cropsSpchcknCode,exprYear,exprAreaCode,spciesCode,examForm,pajong,exam1,exam2,exam3,exam4,exam5,exam6,exam7,exam8,exam9,examinTmrd,srchExaminTmrd,exprSpchcknCode,areaNm,sortSn,totCnt,areaNm_full,spciesNm
3,00122023002562,001,2023,0352,R32081,1,87.5,23.8,87.5,34568,0,0,,,24.8,3.4,8,8,002,나주,3,76,나주(전라남도 농업기술원),미품
4,00122023002563,001,2023,0352,R32092,1,87.6,23.8,87.6,37628,0,0,,,22.8,4,8,8,002,나주,3,76,나주(전라남도 농업기술원),현품
5,00122023002564,001,2023,0352,R32093,1,92.7,23.8,92.7,40118,0,0,,,21.7,4.1,8,8,002,나주,3,76,나주(전라남도 농업기술원),새일미
6,00122023002561,001,2023,0352,R46054,1,95.5,23.8,95.5,31672,0,0,,,22.4,4,8,8,002,나주,3,76,나주(전라남도 농업기술원),새청무
7,00122023002565,001,2023,0340,R22009,1,96.9,23.8,96.9,28853.9,0,0,,,15.54,1.3,8,8,002,대구,4,76,대구(경상북도 농업기술원),화영벼
8,00122023002567,001,2023,0340,R22083,1,96.1,23.8,96.1,34873.7,0,0,,,17.83,1.6,8,8,002,대구,4,76,대구(경상북도 농업기술원),삼덕
9,00122023002566,001,2023,0340,R32001,1,97.6,23.8,97.6,35898.25,0,0,,,20.46,1.38,8,8,002,대구,4,76,대구(경상북도 농업기술원),일품벼
10,00122023002568,001,2023,0340,R32082,1,97,23.8,97,33465.97,0,0,,,18.05,2.83,8,8,002,대구,4,76,대구(경상북도 농업기술원),삼광
11,00122023002569,001,2023,0340,R32093,1,97.1,23.8,97.1,36041.57,0,0,,,17.14,2.18,8,8,002,대구,4,76,대구(경상북도 농업기술원),새일미
12,00122023002577,001,2023,0335,R32008,1,95.27506974456776,23.8,95.27506974456776,37524.11797725459,0,0,,,22.433333333333333,0.7000000000000001,8,8,002,진주,6,76,진주(경상남도 농업기술원),동안벼
13,00122023002578,001,2023,0335,R32068,1,82.1216651960826,23.8,82.1216651960826,37350.4115211519,0,0,,,22,0.9666666666666667,8,8,002,진주,6,76,진주(경상남도 농업기술원),동진1호
14,00122023002576,001,2023,0335,R32093,1,97.49855282912865,23.8,97.49855282912865,37069.437278398865,0,0,,,20.333333333333332,0.3333333333333333,8,8,002,진주,6,76,진주(경상남도 농업기술원),새일미
15,00122023002575,001,2023,0335,R46055,1,96.4442696780418,23.8,96.4442696780418,37628.82484994436,0,0,,,19,0.8666666666666666,8,8,002,진주,6,76,진주(경상남도 농업기술원),해품
16,00122023002579,001,2023,0335,R46056,1,94.32701103665754,23.8,94.32701103665754,28616.048222864825,0,0,,,18.433333333333333,0.7000000000000001,8,8,002,진주,6,76,진주(경상남도 농업기술원),영호진미
17,00122023002514,001,2023,0343,R10123,1,89.9,23.8,89.9,32870,0,0,,,18.3,3,8,8,002,계화,8,76,계화(국립식량과학원),참동진
18,00122023002557,001,2023,0326,R10123,1,88,23.8,88,31133,0,0,,,16.2,2.9,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),참동진
19,00122023002509,001,2023,0331,R12004,1,95.1,27.8,95.1,38076.138,0,0,,,18.2,1.1,8,8,002,철원,8,76,철원(국립식량과학원),진부벼
20,00122023002518,001,2023,0330,R12004,1,97.8,27.8,97.8,27030,0,0,,,11.3,0.3,8,8,002,운봉,8,76,운봉(국립식량과학원),진부벼
21,00122023002581,001,2023,0336,R12004,1,96.64803184081334,27.8,96.64803184081334,31913.394887240654,0,0,,,13.586666666666666,4.453333333333333,8,8,002,진부,8,76,진부(국립식량과학원),진부벼
22,00122023002522,001,2023,0329,R12005,1,94.6305250873706,27.8,94.6305250873706,47327.859759184925,0,0,,,20.867368989735276,1.8687196110210697,8,8,002,상주,8,76,상주(국립식량과학원),상주벼
23,00122023002547,001,2023,0337,R12005,1,95.4,27.8,95.4,38849,0,0,,,17.6,2,8,8,002,제천,8,76,제천(충청북도 농업기술원),상주벼
24,00122023002546,001,2023,0337,R12016,1,95.6,27.8,95.6,37268,0,0,,,16.5,3.5,8,8,002,제천,8,76,제천(충청북도 농업기술원),상미
25,00122023002519,001,2023,0330,R12019,1,95.3,27.8,95.3,33797,0,0,,,15.2,0.5,8,8,002,운봉,8,76,운봉(국립식량과학원),삼천벼
26,00122023002510,001,2023,0331,R12072,1,93.6,27.8,93.6,45704.88,0,0,,,18.4,6,8,8,002,철원,8,76,철원(국립식량과학원),태봉
27,00122023002511,001,2023,0331,R12079,1,91.9,27.8,91.9,43587.251000000004,0,0,,,19.8,5.1,8,8,002,철원,8,76,철원(국립식량과학원),운광
28,00122023002520,001,2023,0330,R12079,1,89.6,27.8,89.6,49346,0,0,,,20.1,1,8,8,002,운봉,8,76,운봉(국립식량과학원),운광
29,00122023002523,001,2023,0329,R12079,1,95.07903370116314,27.8,95.07903370116314,60962.96308499851,0,0,,,23.14289617486339,2.281693989071038,8,8,002,상주,8,76,상주(국립식량과학원),운광
30,00122023002534,001,2023,0333,R12079,1,93.4,22.4,93.4,31335,0,0,,,18.2,2.4,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),운광
31,00122023002539,001,2023,0344,R12079,1,94.4,22.1,94.4,35984,0,0,,,21,2.5,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),운광
32,00122023002548,001,2023,0337,R12079,1,96.7,27.8,96.7,41142,0,0,,,17.4,2.4,8,8,002,제천,8,76,제천(충청북도 농업기술원),운광
33,00122023002571,001,2023,0351,R12079,1,91.1,23.8,91.1,36277.84,0,0,,,18.7,3.3,8,8,002,안동,8,76,안동(경상북도 농업기술원),운광
34,00122023002512,001,2023,0331,R12080,1,91.3,27.8,91.3,34956.031,0,0,,,13.2,4.4,8,8,002,철원,8,76,철원(국립식량과학원),조운
35,00122023002524,001,2023,0329,R12085,1,94.6758788864052,27.8,94.6758788864052,57220.50307010769,0,0,,,23.96998799519808,6.430972388955582,8,8,002,상주,8,76,상주(국립식량과학원),설레미
36,00122023002540,001,2023,0344,R12086,1,97,22.4,97,28175,0,0,,,16.4,2.4,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대1호
37,00122023002538,001,2023,0344,R12093,1,90.6,22.2,90.6,27965,0,0,,,15.7,3.3,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오륜
38,00122023002551,001,2023,0350,R12122,1,97.9,23.8,97.9,33372,0,0,,,18.3,4.8,8,8,002,예산,8,76,예산(충청남도 농업기술원),친들
39,00122023002570,001,2023,0351,R12123,1,91,23.8,91,30222,0,0,,,11.7,3.3,8,8,002,안동,8,76,안동(경상북도 농업기술원),해담쌀
40,00122023002508,001,2023,0331,R13002,1,91.8,27.8,91.8,35794.656,0,0,,,14.4,6.2,8,8,002,철원,8,76,철원(국립식량과학원),오대벼
41,00122023002517,001,2023,0330,R13002,1,95,27.8,95,33078,0,0,,,21.7,1,8,8,002,운봉,8,76,운봉(국립식량과학원),오대벼
42,00122023002521,001,2023,0329,R13002,1,94.1835917594817,27.8,94.1835917594817,47170.83851728908,0,0,,,20.169638434868748,3.4133234274393262,8,8,002,상주,8,76,상주(국립식량과학원),오대벼
43,00122023002529,001,2023,0332,R13002,1,94.5,23.8,94.5,28806,0,0,,,30.1,1.1,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),오대벼
44,00122023002533,001,2023,0333,R13002,1,96.9,22.2,96.9,26771,0,0,,,17.6,3.2,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),오대벼
45,00122023002537,001,2023,0344,R13002,1,96.3,22.4,96.3,25442,0,0,,,18.6,3.4,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대벼
46,00122023002545,001,2023,0337,R13002,1,95.7,27.8,95.7,29569,0,0,,,16.9,2,8,8,002,제천,8,76,제천(충청북도 농업기술원),오대벼
47,00122023002580,001,2023,0336,R13002,1,97.25102462076023,27.8,97.25102462076023,29679.283807151656,0,0,,,12.03,3.3266666666666666,8,8,002,진부,8,76,진부(국립식량과학원),오대벼
48,00122023002582,001,2023,0336,R13003,1,95.38772932018553,27.8,95.38772932018553,31526.70440398043,0,0,,,13.790000000000001,4.640000000000001,8,8,002,진부,8,76,진부(국립식량과학원),진부올벼
49,00122023002526,001,2023,0338,R22009,1,93.5,23.8,93.5,33156.97,0,0,,,8.950000000000001, ,8,8,002,영덕,8,76,영덕(국립식량과학원),화영벼
50,00122023002527,001,2023,0338,R22083,1,95.7,23.8,95.7,34072.882536000004,0,0,,,9.027777777777776, ,8,8,002,영덕,8,76,영덕(국립식량과학원),삼덕
51,00122023002525,001,2023,0338,R23004,1,91.9,23.8,91.9,29258.441940000004,0,0,,,8.454444444444446, ,8,8,002,영덕,8,76,영덕(국립식량과학원),화성벼
52,00122023002543,001,2023,2325,R32001,1,97,23.8,97,39898,0,0,,,23.7,2.7,8,8,002,청원,8,76,청원(충청북도 농업기술원),일품벼
53,00122023002573,001,2023,0351,R32001,1,85,23.8,85,28429.95,0,0,,,16.47,3.26,8,8,002,안동,8,76,안동(경상북도 농업기술원),일품벼
54,00122023002530,001,2023,0332,R32003,1,92.9,23.8,92.9,27558,0,0,,,30.1,4.7,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),대안벼
55,00122023002535,001,2023,0333,R32003,1,96.4,22.5,96.4,22422,0,0,,,18.9,8,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),대안벼
56,00122023002542,001,2023,2325,R32003,1,94.6,23.8,94.6,32572,0,0,,,18.3,3.5,8,8,002,청원,8,76,청원(충청북도 농업기술원),대안벼
57,00122023002515,001,2023,0343,R32011,1,93.1,23.8,93.1,36037,0,0,,,19.4,3.2,8,8,002,계화,8,76,계화(국립식량과학원),남평벼
58,00122023002528,001,2023,0338,R32011,1,95.3,23.8,95.3,28514.602452,0,0,,,7.63, ,8,8,002,영덕,8,76,영덕(국립식량과학원),남평벼
59,00122023002556,001,2023,0326,R32011,1,87.2,23.8,87.2,29971,0,0,,,13.5,2.7,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),남평벼
60,00122023002513,001,2023,0343,R32016,1,89.5,23.8,89.5,32515,0,0,,,19.7,3.4,8,8,002,계화,8,76,계화(국립식량과학원),신동진
61,00122023002555,001,2023,0326,R32016,1,90.4,23.8,90.4,29700,0,0,,,15.8,2.4,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),신동진
62,00122023002516,001,2023,0343,R32068,1,93.1,23.8,93.1,36817,0,0,,,18.6,2.7,8,8,002,계화,8,76,계화(국립식량과학원),동진1호
63,00122023002531,001,2023,0332,R32082,1,94.4,23.8,94.4,38459,0,0,,,25.8,3.9,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),삼광
64,00122023002536,001,2023,0333,R32082,1,95,21.9,95,25678,0,0,,,17,6.8,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),삼광
65,00122023002544,001,2023,2325,R32082,1,97.4,23.8,97.4,40264,0,0,,,18.6,4.9,8,8,002,청원,8,76,청원(충청북도 농업기술원),삼광
66,00122023002549,001,2023,0350,R32082,1,96.4,23.8,96.4,34068,0,0,,,18.3,5.4,8,8,002,예산,8,76,예산(충청남도 농업기술원),삼광
67,00122023002572,001,2023,0351,R32082,1,87.45,23.8,87.45,33273.85,0,0,,,17.4,9.7,8,8,002,안동,8,76,안동(경상북도 농업기술원),삼광
68,00122023002553,001,2023,0350,R32084,1,97,23.8,97,30013,0,0,,,20.4,6,8,8,002,예산,8,76,예산(충청남도 농업기술원),새누리
69,00122023002558,001,2023,0326,R32084,1,88.6,23.8,88.6,29549,0,0,,,14.9,2.2,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),새누리
70,00122023002552,001,2023,0350,R32093,1,97.5,23.8,97.5,27942,0,0,,,18.3,3.9,8,8,002,예산,8,76,예산(충청남도 농업기술원),새일미
71,00122023002574,001,2023,0351,R32093,1,85.95,23.8,85.95,31079.5,0,0,,,15.3,7.4,8,8,002,안동,8,76,안동(경상북도 농업기술원),새일미
72,00122023002532,001,2023,0332,R33009,1,96.3,23.8,96.3,28286,0,0,,,26.5,3.7,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),추청
73,00122023002541,001,2023,2325,R33009,1,96.9,23.8,96.9,34905,0,0,,,16.9,3.1,8,8,002,청원,8,76,청원(충청북도 농업기술원),추청
74,00122023002583,001,2023,0336,R46057,1,94.30259506073302,27.8,94.30259506073302,33909.09661448379,0,0,,,15.883333333333332,5.346666666666667,8,8,002,진부,8,76,진부(국립식량과학원),한설
75,00122023002550,001,2023,0350,R46058,1,96.7,23.8,96.7,33793,0,0,,,19.8,5.1,8,8,002,예산,8,76,예산(충청남도 농업기술원),예찬
76,00122023002554,001,2023,0326,R46058,1,87.6,23.8,87.6,30232,0,0,,,14.3,2.4,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),예찬
1,00122024002694,001,2024,0352,R32006,1,95.7,23.8,95.7,27232, , ,,,16.5,1.4,8,8,002,나주,3,76,나주(전라남도 농업기술원),일미벼
2,00122024002695,001,2024,0352,R32016,1,92.2,23.8,92.2,24548, , ,,,15.6,1.2,8,8,002,나주,3,76,나주(전라남도 농업기술원),신동진
3,00122024002697,001,2024,0352,R32081,1,93.1,23.8,93.1,24015, , ,,,15.2,1.8,8,8,002,나주,3,76,나주(전라남도 농업기술원),미품
4,00122024002698,001,2024,0352,R32092,1,92,23.8,92,25400, , ,,,15.5,1.4,8,8,002,나주,3,76,나주(전라남도 농업기술원),현품
5,00122024002699,001,2024,0352,R32093,1,94.8,23.8,94.8,26937, , ,,,13.8,1.4,8,8,002,나주,3,76,나주(전라남도 농업기술원),새일미
6,00122024002696,001,2024,0352,R46054,1,93.4,23.8,93.4,26998, , ,,,16.7,1.7,8,8,002,나주,3,76,나주(전라남도 농업기술원),새청무
7,00122024002700,001,2024,0340,R22009,1,95.7,23.8,95.7,25685, , ,,,16.4,0.9,8,8,002,대구,4,76,대구(경상북도 농업기술원),화영벼
8,00122024002702,001,2024,0340,R22083,1,96.5,23.8,96.5,32007, , ,,,15.7,1.4,8,8,002,대구,4,76,대구(경상북도 농업기술원),삼덕
9,00122024002701,001,2024,0340,R32001,1,96,23.8,96,30380, , ,,,14.9,0.9,8,8,002,대구,4,76,대구(경상북도 농업기술원),일품벼
10,00122024002703,001,2024,0340,R32082,1,96.7,23.8,96.7,30149, , ,,,20,1.2,8,8,002,대구,4,76,대구(경상북도 농업기술원),삼광
11,00122024002704,001,2024,0340,R32093,1,97.2,23.8,97.2,31557, , ,,,16.4,0.9,8,8,002,대구,4,76,대구(경상북도 농업기술원),새일미
12,00122024002712,001,2024,0335,R32008,1,94.77619636517045,23.8,94.77619636517045,28883.89882805298, , ,,,20.7,1.1566666666666665,8,8,002,진주,6,76,진주(경상남도 농업기술원),동안벼
13,00122024002713,001,2024,0335,R32068,1,96.1466352130031,23.8,96.1466352130031,31654.677199961054, , ,,,17.266666666666666,1.71,8,8,002,진주,6,76,진주(경상남도 농업기술원),동진1호
14,00122024002711,001,2024,0335,R32093,1,96.89716453936273,23.8,96.89716453936273,32393.755675264056, , ,,,19.5,0.9633333333333334,8,8,002,진주,6,76,진주(경상남도 농업기술원),새일미
15,00122024002710,001,2024,0335,R46055,1,95.92232152572836,23.8,95.92232152572836,35197.77603871772, , ,,,19.2,0.8266666666666667,8,8,002,진주,6,76,진주(경상남도 농업기술원),해품
16,00122024002714,001,2024,0335,R46056,1,95.78355912482505,23.8,95.78355912482505,24866.41236268647, , ,,,20.400000000000002,1.8266666666666669,8,8,002,진주,6,76,진주(경상남도 농업기술원),영호진미
17,00122024002649,001,2024,0343,R10123,1,86,23.8,86,29807.753080000002, , ,,,19.796666666666667,3.5966666666666667,8,8,002,계화,8,76,계화(국립식량과학원),참동진
18,00122024002692,001,2024,0326,R10123,1,90,23.8,90,29645, , ,,,16.8,2.9,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),참동진
19,00122024002644,001,2024,0331,R12004,1,97.1,27.8,97.1,36939.9472, , ,,,17.5,4.5,8,8,002,철원,8,76,철원(국립식량과학원),진부벼
20,00122024002653,001,2024,0330,R12004,1,96.3,27.8,96.3,27732, , ,,,14.8,0.9,8,8,002,운봉,8,76,운봉(국립식량과학원),진부벼
21,00122024002716,001,2024,0336,R12004,1,94.85756386937175,27.8,94.85756386937175,33094.855458385115, , ,,,14.36,3.6199999999999997,8,8,002,진부,8,76,진부(국립식량과학원),진부벼
22,00122024002657,001,2024,0329,R12005,1,98.1612208458851,27.8,98.1612208458851,39121.25148489573, , ,,,13.336520076481838,2.5606118546845122,8,8,002,상주,8,76,상주(국립식량과학원),상주벼
23,00122024002682,001,2024,0337,R12005,1,89.5,27.8,89.5,36563, , ,,,17.5,1.8,8,8,002,제천,8,76,제천(충청북도 농업기술원),상주벼
24,00122024002681,001,2024,0337,R12016,1,92.4,27.8,92.4,31616, , ,,,16.8,2.6,8,8,002,제천,8,76,제천(충청북도 농업기술원),상미
25,00122024002654,001,2024,0330,R12019,1,94.1,27.8,94.1,30906, , ,,,16.6,0.7,8,8,002,운봉,8,76,운봉(국립식량과학원),삼천벼
26,00122024002645,001,2024,0331,R12072,1,92.6,27.8,92.6,40351.74639999999, , ,,,22.9,4.2,8,8,002,철원,8,76,철원(국립식량과학원),태봉
27,00122024002646,001,2024,0331,R12079,1,93.3,27.8,93.3,43187.7303, , ,,,16,4,8,8,002,철원,8,76,철원(국립식량과학원),운광
28,00122024002655,001,2024,0330,R12079,1,95,27.8,95,35335, , ,,,16.7,0.6,8,8,002,운봉,8,76,운봉(국립식량과학원),운광
29,00122024002658,001,2024,0329,R12079,1,98.7832305826231,27.8,98.7832305826231,35774.95546019736, , ,,,15.401241534988714,1.680135440180587,8,8,002,상주,8,76,상주(국립식량과학원),운광
30,00122024002669,001,2024,0333,R12079,1,96.3,21.5,96.3,25493, , ,,,15.2,2.4,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),운광
31,00122024002674,001,2024,0344,R12079,1,94.9,25.4,94.9,33421, , ,,,16.2,0.6,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),운광
32,00122024002683,001,2024,0337,R12079,1,91.4,27.8,91.4,37330, , ,,,18.4,1.7,8,8,002,제천,8,76,제천(충청북도 농업기술원),운광
33,00122024002706,001,2024,0351,R12079,1,95.2,23.8,95.2,30376, , ,,,15,3,8,8,002,안동,8,76,안동(경상북도 농업기술원),운광
34,00122024002647,001,2024,0331,R12080,1,92.3,27.8,92.3,31298.117759999997, , ,,,17.1,3.7,8,8,002,철원,8,76,철원(국립식량과학원),조운
35,00122024002659,001,2024,0329,R12085,1,98.52792857032978,27.8,98.52792857032978,37092.29889420206, , ,,,14.541244909831299,3.726817917393834,8,8,002,상주,8,76,상주(국립식량과학원),설레미
36,00122024002675,001,2024,0344,R12086,1,96.9,24.5,96.9,26998, , ,,,17.3,1.7,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대1호
37,00122024002718,001,2024,0336,R12092,1,91.8934690213468,27.8,91.8934690213468,35307.94171127957, , ,,,15.433333333333335,3.3000000000000003,8,8,002,진부,8,76,진부(국립식량과학원),한설
38,00122024002673,001,2024,0344,R12093,1,95.5,25.3,95.5,29849, , ,,,16.2,1,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오륜
39,00122024002686,001,2024,0350,R12122,1,95.57499999999999,23.8,95.57499999999999,24150.846749999997, , ,,,22.3,4.5,8,8,002,예산,8,76,예산(충청남도 농업기술원),친들
40,00122024002705,001,2024,0351,R12123,1,94.7,23.8,94.7,29177, , ,,,14,2.6,8,8,002,안동,8,76,안동(경상북도 농업기술원),해담쌀
41,00122024002643,001,2024,0331,R13002,1,93.3,27.8,93.3,34203.78, , ,,,15.6,4.6,8,8,002,철원,8,76,철원(국립식량과학원),오대벼
42,00122024002652,001,2024,0330,R13002,1,97.2,27.8,97.2,24353, , ,,,14.1,0.5,8,8,002,운봉,8,76,운봉(국립식량과학원),오대벼
43,00122024002656,001,2024,0329,R13002,1,97.47670957676029,27.8,97.47670957676029,39379.57691123157, , ,,,14.51047120418848,2.4986910994764404,8,8,002,상주,8,76,상주(국립식량과학원),오대벼
44,00122024002664,001,2024,0332,R13002,1,87.2,23.8,87.2,28482, , ,,,22.4,3.8,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),오대벼
45,00122024002668,001,2024,0333,R13002,1,94,21.6,94,24151, , ,,,17.7,2.3,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),오대벼
46,00122024002672,001,2024,0344,R13002,1,96.8,25.3,96.8,23459, , ,,,13.4,1,8,8,002,강릉,8,76,강릉(강원특별자치도 농업기술원),오대벼
47,00122024002680,001,2024,0337,R13002,1,91.9,27.8,91.9,26192, , ,,,17.9,1.4,8,8,002,제천,8,76,제천(충청북도 농업기술원),오대벼
48,00122024002715,001,2024,0336,R13002,1,95.73091411385379,27.8,95.73091411385379,34126.98593122891, , ,,,14.086666666666668,2.5966666666666662,8,8,002,진부,8,76,진부(국립식량과학원),오대벼
49,00122024002717,001,2024,0336,R13003,1,88.0277913835959,27.8,88.0277913835959,28479.6509080662, , ,,,12.796666666666667,1.4166666666666667,8,8,002,진부,8,76,진부(국립식량과학원),진부올벼
50,00122024002661,001,2024,0338,R22009,1,96,23.8,96,24207.456000000002, , ,,,7.923333333333333, ,8,8,002,영덕,8,76,영덕(국립식량과학원),화영벼
51,00122024002662,001,2024,0338,R22083,1,95.4,23.8,95.4,26510.59152, , ,,,7.348888888888889, ,8,8,002,영덕,8,76,영덕(국립식량과학원),삼덕
52,00122024002660,001,2024,0338,R23004,1,96.2,23.8,96.2,26199.892992, , ,,,7.81, ,8,8,002,영덕,8,76,영덕(국립식량과학원),화성벼
53,00122024002678,001,2024,2325,R32001,1,93.1,23.8,93.1,35183, , ,,,17.7,2.7,8,8,002,청원,8,76,청원(충청북도 농업기술원),일품벼
54,00122024002708,001,2024,0351,R32001,1,90,23.8,90,31232, , ,,,16.7,7.9,8,8,002,안동,8,76,안동(경상북도 농업기술원),일품벼
55,00122024002665,001,2024,0332,R32003,1,80.7,23.8,80.7,30613, , ,,,37.6,12.2,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),대안벼
56,00122024002670,001,2024,0333,R32003,1,95.2,21.6,95.2,22181, , ,,,17.7,3,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),대안벼
57,00122024002677,001,2024,2325,R32003,1,93.3,23.8,93.3,33357, , ,,,21.9,2.9,8,8,002,청원,8,76,청원(충청북도 농업기술원),대안벼
58,00122024002650,001,2024,0343,R32011,1,86,23.8,86,39643.03644, , ,,,16.763333333333335,2,8,8,002,계화,8,76,계화(국립식량과학원),남평벼
59,00122024002663,001,2024,0338,R32011,1,92,23.8,92,35945.34944, , ,,,9.783333333333333, ,8,8,002,영덕,8,76,영덕(국립식량과학원),남평벼
60,00122024002691,001,2024,0326,R32011,1,93.1,23.8,93.1,34865, , ,,,14.3,2,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),남평벼
61,00122024002648,001,2024,0343,R32016,1,82.1,23.8,82.1,23936.255, , ,,,20.53,2.5,8,8,002,계화,8,76,계화(국립식량과학원),신동진
62,00122024002690,001,2024,0326,R32016,1,91.8,23.8,91.8,28549, , ,,,16.1,2.2,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),신동진
63,00122024002651,001,2024,0343,R32068,1,86.6,23.8,86.6,33338.99954, , ,,,21.18,2.7266666666666666,8,8,002,계화,8,76,계화(국립식량과학원),동진1호
64,00122024002666,001,2024,0332,R32082,1,91,23.8,91,35519, , ,,,42.1,10.4,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),삼광
65,00122024002671,001,2024,0333,R32082,1,94.2,21.6,94.2,28621, , ,,,22.7,5,8,8,002,춘천,8,76,춘천(강원특별자치도 농업기술원),삼광
66,00122024002679,001,2024,2325,R32082,1,96.3,23.8,96.3,33772, , ,,,18.6,2.6,8,8,002,청원,8,76,청원(충청북도 농업기술원),삼광
67,00122024002684,001,2024,0350,R32082,1,96.27499999999999,23.8,96.27499999999999,25835.396249999998, , ,,,19.2,5.5,8,8,002,예산,8,76,예산(충청남도 농업기술원),삼광
68,00122024002707,001,2024,0351,R32082,1,90.9,23.8,90.9,32561, , ,,,16,6.9,8,8,002,안동,8,76,안동(경상북도 농업기술원),삼광
69,00122024002688,001,2024,0350,R32084,1,96.05000000000001,23.8,96.05000000000001,24705.981000000003, , ,,,25.8,6.3999999999999995,8,8,002,예산,8,76,예산(충청남도 농업기술원),새누리
70,00122024002693,001,2024,0326,R32084,1,93,23.8,93,35892, , ,,,15.9,2.2,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),새누리
71,00122024002687,001,2024,0350,R32093,1,97.4,23.8,97.4,23365.286000000004, , ,,,16.5,3.1,8,8,002,예산,8,76,예산(충청남도 농업기술원),새일미
72,00122024002709,001,2024,0351,R32093,1,93.1,23.8,93.1,28282, , ,,,16.5,6.2,8,8,002,안동,8,76,안동(경상북도 농업기술원),새일미
73,00122024002667,001,2024,0332,R33009,1,92.9,23.8,92.9,38251, , ,,,31.7,10.3,8,8,002,화성,8,76,화성(경기도 경기도농업기술원),추청
74,00122024002676,001,2024,2325,R33009,1,93.5,23.8,93.5,42090, , ,,,17.7,2.7,8,8,002,청원,8,76,청원(충청북도 농업기술원),추청
75,00122024002685,001,2024,0350,R46058,1,94.2,23.8,94.2,23761.95, , ,,,19.1,4.8,8,8,002,예산,8,76,예산(충청남도 농업기술원),예찬
76,00122024002689,001,2024,0326,R46058,1,90.9,23.8,90.9,32356, , ,,,14.3,2.2,8,8,002,익산,8,76,익산(전북특별자치도 농업기술원),예찬
